county,county_code,state,rate
Penobscot,019,Maine,5.4
Somerset,025,Maine,6.6
Pittsburg,121,Oklahoma,7.6
Roger Mills,129,Oklahoma,4.8
Wicomico,045,Maryland,7.5
Suffolk,025,Massachusetts,9.7
Alcona,001,Michigan,9.9
Curry,015,Oregon,8.7
Harney,025,Oregon,5.9
Leelanau,089,Michigan,8
Mason,105,Michigan,9.2
Walthall,147,Mississippi,8.4
Schuylkill,107,Pennsylvania,9.2
Wayne,127,Pennsylvania,9.2
Westmoreland,129,Pennsylvania,9.1
Emery,015,Utah,4.7
Iron,021,Utah,4.5
Kane,025,Utah,5.4
Cocke,029,Tennessee,10.2
Waldo,027,Maine,5.2
Scotts Bluff,157,Nebraska,4.2
Sioux,165,Nebraska,2.3
Valley,175,Nebraska,2.8
Washington,177,Nebraska,3.7
Churchill,001,Nevada,5.6
Clark,003,Nevada,14.7
Arenac,011,Michigan,11.4
Park,067,Montana,7.4
Pondera,073,Montana,4.9
Prairie,079,Montana,6.8
Ravalli,081,Montana,5.8
Sanders,089,Montana,7.8
Stillwater,095,Montana,5.1
Menominee,109,Michigan,6.4
Warren,149,Mississippi,8.7
Yalobusha,161,Mississippi,7.9
Atchison,005,Missouri,4
Barton,011,Missouri,4.9
Boone,019,Missouri,4.2
Caldwell,025,Missouri,5.4
Lake,085,Ohio,8.4
Lucas,095,Ohio,10.4
Washington,009,Rhode Island,7.8
Barnwell,011,South Carolina,7.4
Beaufort,013,South Carolina,5.4
Lander,015,Nevada,4.8
Lyon,019,Nevada,8.5
Storey,029,Nevada,8.3
Monroe,111,Ohio,10.6
Montgomery,113,Ohio,8.6
Ottawa,123,Ohio,9.1
Scioto,145,Ohio,8.7
Trumbull,155,Ohio,10.4
Treasure,103,Montana,3.6
Valley,105,Montana,4.3
Richland,077,North Dakota,3.9
Sioux,085,North Dakota,3.9
Walsh,099,North Dakota,4.5
Williams,105,North Dakota,9.6
Cape Girardeau,031,Missouri,5.2
Cass,037,Missouri,5.3
Kings,047,New York,12.5
Madison,053,New York,7.8
New York,061,New York,9.5
Onondaga,067,New York,8.4
Malheur,045,Oregon,5.2
Sherman,055,Oregon,6.1
Tillamook,057,Oregon,8.1
Wallowa,063,Oregon,7.1
Washington,067,Oregon,6.5
Johnson,101,Missouri,5.7
Lafayette,107,Missouri,5.3
Lincoln,113,Missouri,6.3
Madison,123,Missouri,6.5
Marion,127,Missouri,4.8
Vinton,163,Ohio,9.1
Hawkins,073,Tennessee,7.7
Henry,079,Tennessee,7.5
Jefferson,089,Tennessee,7.5
Johnson,091,Tennessee,6.5
Lauderdale,097,Tennessee,9.2
Lincoln,103,Tennessee,8.6
Marion,115,Tennessee,7.6
Meigs,121,Tennessee,8.6
Monroe,123,Tennessee,8
Obion,131,Tennessee,7
Ashtabula,007,Ohio,8.3
Pecos,371,Texas,8.1
Presidio,377,Texas,14.7
Refugio,391,Texas,8.2
Rusk,401,Texas,7.3
San Jacinto,407,Texas,8.1
San Patricio,409,Texas,10.3
Putnam,079,New York,7.6
Terrell,443,Texas,4.6
Upton,461,Texas,5.6
Val Verde,465,Texas,7.9
Waller,473,Texas,7.8
Webb,479,Texas,8.5
Wilbarger,487,Texas,5.9
Winkler,495,Texas,9.3
Yoakum,501,Texas,11.9
Zapata,505,Texas,12.4
Box Elder,003,Utah,4.4
Angelina,005,Texas,7.6
Aransas,007,Texas,8.5
Bowie,037,Texas,7.4
Brewster,043,Texas,6.7
St. Charles,183,Missouri,5.2
St. Louis,189,Missouri,6.3
Scotland,199,Missouri,3.3
Baltimore,005,Maryland,6.8
Harford,025,Maryland,5.8
Baraga,013,Michigan,11.7
Charlevoix,029,Michigan,9.8
Yellowstone,111,Montana,5.4
Boyd,015,Nebraska,2.8
Burt,021,Nebraska,3.9
Muskegon,121,Michigan,11.4
Oceana,127,Michigan,10.3
Ottawa,139,Michigan,6.8
Presque Isle,141,Michigan,11.1
Sanilac,151,Michigan,9.7
Schoolcraft,153,Michigan,9.7
Charleston,019,South Carolina,6.3
Jackson,071,South Dakota,4.3
Lawrence,081,South Dakota,6.2
Lincoln,083,South Dakota,3.6
McPherson,089,South Dakota,5.1
Minnehaha,099,South Dakota,4.5
Perkins,105,South Dakota,3.8
Roberts,109,South Dakota,6.4
Belknap,001,New Hampshire,6.9
Coos,007,New Hampshire,7.9
Hillsborough,011,New Hampshire,7
Merrimack,013,New Hampshire,5.8
Atlantic,001,New Jersey,17.8
Burlington,005,New Jersey,8.2
Cumberland,011,New Jersey,10.8
Cherry,031,Nebraska,2.4
Dakota,043,Nebraska,4.8
Deuel,049,Nebraska,3
Douglas,055,Nebraska,5.1
Franklin,061,Nebraska,3.5
Gage,067,Nebraska,4
Cuyahoga,035,Ohio,10.4
Fulton,051,Ohio,7.9
Gallia,053,Ohio,8
DeKalb,063,Missouri,4.3
Dunklin,069,Missouri,7.3
Harrison,081,Missouri,4.5
Howard,089,Missouri,4.1
Howell,091,Missouri,6.7
Bertie,015,North Carolina,6.4
Burke,023,North Carolina,7.2
Camden,029,North Carolina,5.5
Carteret,031,North Carolina,6.2
Mississippi,133,Missouri,5.3
New Madrid,143,Missouri,5.8
Oregon,149,Missouri,6.7
Pemiscot,155,Missouri,8
Platte,165,Missouri,5.4
Johnston,101,North Carolina,6.3
Lenoir,107,North Carolina,6.2
Macon,113,North Carolina,6.7
Mecklenburg,119,North Carolina,7.8
Moore,125,North Carolina,7.2
Adair,001,Oklahoma,5.8
Beaver,007,Oklahoma,2.7
Cherokee,021,Oklahoma,5.4
Choctaw,023,Oklahoma,7.6
Cotton,033,Oklahoma,7
Delaware,041,Oklahoma,5.3
Grady,051,Oklahoma,6.1
Watauga,189,North Carolina,6.2
Burleson,051,Texas,6.3
Hidalgo,023,New Mexico,5.8
Luna,029,New Mexico,15.9
McKinley,031,New Mexico,10.3
Otero,035,New Mexico,8.3
Sequatchie,153,Tennessee,7.8
Shelby,157,Tennessee,9.7
Sullivan,163,Tennessee,7.2
Unicoi,171,Tennessee,8.3
Wayne,181,Tennessee,7.1
Lancaster,057,South Carolina,6.9
Richmond,085,New York,10.6
Schuyler,097,New York,8.6
Sullivan,105,New York,8.8
Ulster,111,New York,8
Washington,115,New York,7.2
Westchester,119,New York,8.4
York,091,South Carolina,6.1
Bon Homme,009,South Dakota,4.1
Brown,013,South Dakota,4.4
Campbell,021,South Dakota,3.7
Stone,209,Missouri,9.8
Vernon,217,Missouri,4.4
Worth,227,Missouri,4.2
Beaverhead,001,Montana,4
Surry,171,North Carolina,6.9
Tyrrell,177,North Carolina,8.9
Harrison,067,Ohio,9.2
Hocking,073,Ohio,7.4
Jackson,079,Ohio,8.7
Calhoun,057,Texas,5.8
Chambers,071,Texas,9.5
Comanche,093,Texas,5.5
Cooke,097,Texas,7.1
Baltimore,510,Maryland,6.8
Lexington,063,South Carolina,4.4
Marion,067,South Carolina,7.8
Pickens,077,South Carolina,5.3
Gogebic,053,Michigan,7.7
Clay,027,South Dakota,4.5
Corson,031,South Dakota,5
Fall River,047,South Dakota,6
Gregory,053,South Dakota,3.8
Beltrami,007,Minnesota,6.3
Brown,015,Minnesota,5.1
Cass,021,Minnesota,9.2
Clay,027,Minnesota,4.3
Tripp,123,South Dakota,3.1
Yankton,135,South Dakota,4.6
Carter,011,Montana,2.9
Custer,017,Montana,4.8
Fallon,025,Montana,4
Fergus,027,Montana,4.6
Garfield,033,Montana,2.7
Granite,039,Montana,8.2
Judith Basin,045,Montana,4.9
Otoe,131,Nebraska,3.5
Bristol,005,Massachusetts,10.2
Essex,009,Massachusetts,9.8
Nantucket,019,Massachusetts,0
Middlesex,023,New Jersey,8.7
Grand Traverse,055,Michigan,8.4
Hooker,091,Nebraska,2.7
Jefferson,095,Nebraska,2.7
Keya Paha,103,Nebraska,2
Lincoln,111,Nebraska,3.9
Madison,089,Mississippi,6.6
Marshall,093,Mississippi,7.6
Cook,031,Minnesota,8.4
Goodhue,049,Minnesota,5.9
Houston,055,Minnesota,4.3
Craven,049,North Carolina,6.6
Cumberland,051,North Carolina,9.5
Northampton,131,North Carolina,7.3
Pamlico,137,North Carolina,5.6
Polk,149,North Carolina,6.2
Robeson,155,North Carolina,8.8
Montgomery,091,Pennsylvania,7.6
Northumberland,097,Pennsylvania,9.4
Pike,103,Pennsylvania,10.6
Monmouth,025,New Jersey,8.8
Union,039,New Jersey,9.9
Catron,003,New Mexico,7.2
Chaves,005,New Mexico,8.1
Curry,009,New Mexico,5.5
Mineral,061,Montana,10.2
Adams,001,North Dakota,3.8
New London,011,Connecticut,9.6
Kent,001,Delaware,8.6
New Castle,003,Delaware,7.7
Brevard,009,Florida,6.6
Levy,075,Florida,6
Craighead,031,Arkansas,5.3
Crittenden,035,Arkansas,8.3
Desha,041,Arkansas,7
Hempstead,057,Arkansas,5.2
Independence,063,Arkansas,5.8
Jefferson,069,Arkansas,8
Lawrence,075,Arkansas,6.1
Lee,077,Arkansas,7.5
Yavapai,025,Arizona,7.5
Baxter,005,Arkansas,5.9
Benton,007,Arkansas,4.5
Owyhee,073,Idaho,6
Valley,085,Idaho,7.9
Washington,087,Idaho,5.4
Calhoun,013,Illinois,7.6
Christian,021,Illinois,8.1
Clinton,027,Illinois,5.8
Cassia,031,Idaho,3.7
Clearwater,035,Idaho,8.2
Custer,037,Idaho,5
Idaho,049,Idaho,6.7
Lemhi,059,Idaho,6.7
Clinton,023,Indiana,5.6
Collier,021,Florida,6.9
Escambia,033,Florida,6.7
Bear Lake,007,Idaho,4.2
Bingham,011,Idaho,3.9
Blaine,013,Idaho,7.8
Perry,105,Arkansas,5.5
Phillips,107,Arkansas,9.1
Pulaski,119,Arkansas,7.4
Cook,031,Illinois,11.1
Perry,123,Indiana,6.5
Posey,129,Indiana,4.9
Scott,143,Indiana,8.4
Spencer,147,Indiana,5.6
Switzerland,155,Indiana,8.1
Vanderburgh,163,Indiana,7.2
Dearborn,029,Indiana,6.9
Dubois,037,Indiana,4.5
Elkhart,039,Indiana,7.5
Gwinnett,135,Georgia,6.3
Harris,145,Georgia,4.6
Henry,151,Georgia,7.4
Jeff Davis,161,Georgia,5.1
Johnson,167,Georgia,4.9
Lee,177,Georgia,4.6
Liberty,179,Georgia,6.2
Linn,107,Kansas,7
Marshall,117,Kansas,3.1
Pike,149,Illinois,6
Randolph,157,Illinois,7.1
Rock Island,161,Illinois,9.4
Scott,171,Illinois,6.6
Shelby,173,Illinois,6.4
Union,181,Illinois,8.1
Wabash,185,Illinois,8.3
White,193,Illinois,7.6
Winnebago,201,Illinois,11.4
Turner,287,Georgia,7.2
Union,291,Georgia,4.4
Ware,299,Georgia,5.6
Hickman,105,Kentucky,5.5
Kleberg,273,Texas,8.4
McMullen,311,Texas,2.8
Marion,315,Texas,8.2
Matagorda,321,Texas,10.5
Montague,337,Texas,6.6
McDowell,047,West Virginia,12.6
Mineral,057,West Virginia,7.6
Monroe,063,West Virginia,7.1
Pendleton,071,West Virginia,4.9
Preston,077,West Virginia,7.3
Fairfax,059,Virginia,5.8
Giles,071,Virginia,6.3
Grayson,077,Virginia,5.7
Halifax,083,Virginia,7
Henry,089,Virginia,7.6
Isle of Wight,093,Virginia,5.1
King George,099,Virginia,4.5
Lee,105,Virginia,6.4
Caldwell,033,Kentucky,6.2
Wayne,305,Georgia,5.6
Mecklenburg,117,Virginia,6.8
Chelan,007,Washington,8.4
Deaf Smith,117,Texas,3.6
Kenedy,261,Texas,5.4
Ector,135,Texas,11
El Paso,141,Texas,8.3
Foard,155,Texas,4.2
Freestone,161,Texas,8.3
Gaines,165,Texas,5.6
Loudoun,107,Virginia,5.3
Northampton,131,Virginia,7.8
Prince Edward,147,Virginia,6.5
Prince George,149,Virginia,6.5
Richmond,159,Virginia,4.9
Roanoke,161,Virginia,5.1
Rockingham,165,Virginia,4.7
Southampton,175,Virginia,5
Spotsylvania,177,Virginia,6
Kewaunee,061,Wisconsin,4.6
Teton,039,Wyoming,6
Okanogan,047,Washington,9
Donley,129,Texas,4.4
Galveston,167,Texas,8.7
Hood,221,Texas,6.6
Houston,225,Texas,5.3
Hudspeth,229,Texas,8
Jefferson,245,Texas,11.9
Kaufman,257,Texas,6.5
Westmoreland,193,Virginia,5.9
York,199,Virginia,5.6
Jefferson,031,Washington,9.4
Douglas,031,Wisconsin,9.2
Iron,051,Wisconsin,11.2
Pacific,049,Washington,10.7
Colonial Heights,570,Virginia,0
Fredericksburg,630,Virginia,0
Hampton,650,Virginia,0
Newport News,700,Virginia,0
Poquoson,735,Virginia,0
Roanoke,770,Virginia,5.1
Manitowoc,071,Wisconsin,6.2
Milwaukee,079,Wisconsin,8.2
Ozaukee,089,Wisconsin,5.4
San Juan,055,Washington,7.9
Snohomish,061,Washington,8.5
Walla Walla,071,Washington,6.9
Whatcom,073,Washington,9.3
Evangeline,039,Louisiana,7.7
Scott,139,Minnesota,5.9
Logan,113,Nebraska,2.5
Clay,043,North Carolina,7.4
Greene,057,Ohio,6.4
Cattaraugus,009,New York,9.4
Trousdale,169,Tennessee,6.1
Jerauld,073,South Dakota,2.5
Panola,365,Texas,8.4
Haskell,207,Texas,4.3
Martinsville,690,Virginia,0
Washington,131,Wisconsin,5.6
Nicholas,067,West Virginia,10.3
Henrico,087,Virginia,6.5
Cullman,043,Alabama,4.3
Pike,109,Alabama,4.9
New Haven,009,Connecticut,8
Fulton,049,Arkansas,5.1
Scott,127,Arkansas,4.5
Kenton,117,Kentucky,5.8
Mahaska,123,Iowa,4.8
Cannon,015,Tennessee,6.5
Bowman,011,North Dakota,3.4
Sheridan,083,North Dakota,6
Potter,375,Texas,5.5
Furnas,065,Nebraska,2.8
Tallahatchie,135,Mississippi,7.4
Douglas,019,Oregon,7.7
Bates,013,Missouri,5.3
Adams,001,Wisconsin,9.5
Skagit,057,Washington,9.8
Santa Clara,085,California,7
Ben Hill,017,Georgia,6.9
Franklin,047,Indiana,5.9
West Carroll,123,Louisiana,10.1
Ionia,067,Michigan,7.9
Warren,185,North Carolina,9.8
Berkeley,015,South Carolina,5.6
Carroll,045,Georgia,6.4
Hoke,093,North Carolina,8.7
Pottawatomie,149,Kansas,4.3
DeSoto,033,Mississippi,6
Adams,001,Pennsylvania,6.9
Rutherford,161,North Carolina,9.3
Clay,051,Kentucky,8.6
Richmond,245,Georgia,7.6
Screven,251,Georgia,8.2
Sumter,261,Georgia,7.4
Talbot,263,Georgia,6.9
Terrell,273,Georgia,7.5
Thomas,193,Kansas,2.9
Wallace,199,Kansas,2.2
Washington,201,Kansas,2.5
Pike,195,Kentucky,8.4
Shelby,211,Kentucky,5.5
Simpson,213,Kentucky,7.2
Trimble,223,Kentucky,6.8
Union,225,Kentucky,6.3
Crawford,037,Kansas,5.5
Doniphan,043,Kansas,4.5
Geary,061,Kansas,6.9
Grant,067,Kansas,4.1
Greeley,071,Kansas,1.8
Hodgeman,083,Kansas,2.7
Jewell,089,Kansas,3.1
Calcasieu,019,Louisiana,9
Claiborne,027,Louisiana,6.6
Concordia,029,Louisiana,8.1
East Feliciana,037,Louisiana,6.7
Clallam,009,Washington,10.2
Grays Harbor,027,Washington,11.7
Rock,105,Wisconsin,7.1
Sheboygan,117,Wisconsin,5.7
Walworth,127,Wisconsin,6.1
Brown,009,Wisconsin,6
Uintah,047,Utah,9.2
Washington,053,Utah,5.3
Addison,001,Vermont,5
Essex,009,Vermont,6.5
Orange,017,Vermont,4.8
Washington,023,Vermont,4.8
Allen,003,Louisiana,9.2
Avoyelles,009,Louisiana,8
St. Mary,101,Louisiana,9.2
Tensas,107,Louisiana,8.4
Terrebonne,109,Louisiana,7.7
Boyle,021,Kentucky,7.4
Bracken,023,Kentucky,6.2
Iberia,045,Louisiana,9.4
Christian,047,Kentucky,7.8
Crittenden,055,Kentucky,5.5
Daviess,059,Kentucky,6.1
Franklin,073,Kentucky,6.6
Fulton,075,Kentucky,6.5
Greenup,089,Kentucky,8.9
Harlan,095,Kentucky,11.9
Waushara,137,Wisconsin,6.3
Albany,001,Wyoming,4
Carbon,007,Wyoming,4.5
Crook,011,Wyoming,3.9
Fremont,013,Wyoming,6.2
Laramie,021,Wyoming,5.1
Hardy,031,West Virginia,7.2
Jackson,035,West Virginia,8.6
Lewis,041,West Virginia,10.9
Windsor,027,Vermont,5.3
Accomack,001,Virginia,6.5
Bland,021,Virginia,5.6
Buchanan,027,Virginia,9.5
Charlotte,037,Virginia,5.6
Chesterfield,041,Virginia,5.9
Bethel,050,Alaska,11.6
Hoonah-Angoon,105,Alaska,13.5
Kenai Peninsula,122,Alaska,9.1
Kodiak Island,150,Alaska,6.2
Lake and Peninsula,164,Alaska,9.4
Nome,180,Alaska,10.5
Northwest Arctic,188,Alaska,12
Prince of Wales-Hyder,198,Alaska,9.2
Valdez-Cordova,261,Alaska,8.7
Wade Hampton,270,Alaska,19.4
Dillingham,070,Alaska,8.2
Juneau,110,Alaska,6.6
Ketchikan Gateway,130,Alaska,9.6
North Slope,185,Alaska,5.9
Petersburg,195,Alaska,8.7
Sitka,220,Alaska,6.9
Skagway,230,Alaska,0
Anchorage,020,Alaska,7.4
Denali,068,Alaska,15.7
Aleutians East,013,Alaska,4
Wrangell,275,Alaska,8.4
Southeast Fairbanks,240,Alaska,7.4
Fairbanks North Star,090,Alaska,6.4
Haines,100,Alaska,15.6
Matanuska-Susitna,170,Alaska,8.3
Aleutians West,016,Alaska,4.5
Bristol Bay,060,Alaska,7.4
Yukon-Koyukuk,290,Alaska,12.1
Yakutat,282,Alaska,8.5
Maui,009,Hawaii,17.8
Hawaii,001,Hawaii,11.4
Kauai,007,Hawaii,16.2
Kalawao,005,Hawaii,0
Honolulu,003,Hawaii,10.2
